Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
NBA 2K13,PS3,2012,Sports,Take-Two Interactive,Visual Concepts,E
Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,Visual Concepts,E
Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,Visual Concepts,E
Major League Baseball 2K12,Wii,2012,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,Visual Concepts,E
Major League Baseball 2K12,PSP,2012,Sports,Take-Two Interactive,Visual Concepts,E
Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive,Visual Concepts,E
Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K13,PC,2012,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K14,X360,2013,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K14,PS3,2013,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K14,PS4,2013,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K14,XOne,2013,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K15,XOne,2014,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K15,X360,2014,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K15,PS3,2014,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,Visual Concepts,E10+
NBA 2K16,XOne,2015,Sports,Take-Two Interactive,Visual Concepts,E10+
NBA 2K16,X360,2015,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K16,PS3,2015,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K17,XOne,2016,Sports,Take-Two Interactive,Visual Concepts,E
NBA 2K17,PC,2016,Sports,Take-Two Interactive,Visual Concepts,E
Major League Baseball 2K6,PSP,N/A,Sports,Unknown,Visual Concepts,E
SSX Tricky,GBA,2002,Sports,Electronic Arts,Visual Impact,E
Disney's The Jungle Book,GBA,2002,Platform,Ubisoft,Visual Impact,E
MotoGP,GBA,2002,Racing,THQ,Visual Impact,E
Corvette,GBA,2003,Racing,TDK Mediactive,Visual Impact,E
SSX 3,GBA,2003,Sports,Electronic Arts,Visual Impact,E
Kill.Switch,GBA,2004,Shooter,Zoo Digital Publishing,Visual Impact,T
Burnout Legends,DS,2005,Racing,Electronic Arts,Visual Impact,E
Ford Racing 3,DS,2005,Racing,Zoo Digital Publishing,Visual Impact,E
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,Visual Impact,E
Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,Visual Impact,E
Imagine: Babysitters,DS,2008,Simulation,Ubisoft,Visual Impact,E
System Flaw,DS,2009,Shooter,Enjoy Gaming ltd.,Visual Impact,E
Chevrolet Camaro: Wild Ride,DS,2010,Racing,Storm City Games,Visual Impact,E
Beastly,Wii,2011,Misc,Unknown,Visual Impact,E10+
F1 2002,PS2,2002,Racing,Electronic Arts,Visual Sciences,E
Alter Ego,PC,1985,Simulation,Activision,"Viva Media, Viva Media, LLC",T
Sacra Terra: Angelic Night,PC,2011,Puzzle,Avanquest,"Viva Media, Viva Media, LLC",T
Seaman,DC,1999,Simulation,Sega,Vivarium,T
Odama,GC,2006,Misc,Nintendo,Vivarium,E10+
Ice Age 2: The Meltdown,GC,2006,Platform,Vivendi Games,Vivendi Games,E10+
Ice Age 2: The Meltdown,XB,2006,Platform,Vivendi Games,Vivendi Games,E10+
Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,Vivendi Games,E10+
Robocalypse,DS,2008,Strategy,Tecmo Koei,Vogster,E10+
Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,Void Productions,E
Dead to Rights: Retribution,PS3,2010,Shooter,Namco Bandai Games,Volatile Games,M
Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,Volatile Games,M
Summoner,PS2,2000,Role-Playing,THQ,Volition Inc.,T
Red Faction,PS2,2001,Shooter,THQ,Volition Inc.,M
Red Faction II,PS2,2002,Shooter,THQ,Volition Inc.,M
Summoner 2,PS2,2002,Role-Playing,THQ,Volition Inc.,T
The Punisher,PS2,2005,Action,THQ,Volition Inc.,M
Saints Row,X360,2006,Action,THQ,Volition Inc.,M
Saints Row 2,X360,2008,Action,THQ,Volition Inc.,M
Saints Row 2,PS3,2008,Action,THQ,Volition Inc.,M
Red Faction: Guerrilla,X360,2009,Shooter,THQ,Volition Inc.,M
Red Faction: Guerrilla,PS3,2009,Shooter,THQ,Volition Inc.,M
Saints Row: The Third,X360,2011,Action,THQ,Volition Inc.,M
Saints Row: The Third,PS3,2011,Action,THQ,Volition Inc.,M
Red Faction: Armageddon,PS3,2011,Shooter,THQ,Volition Inc.,M
Red Faction: Armageddon,X360,2011,Shooter,THQ,Volition Inc.,M
